"SubscriptionType","MonthlyRevenue","JoinDate","LastPaymentDate","Country","Age","Gender","Device"
"Standard",13,"02-08-22","13-07-23","United States",50,"Male","Smartphone"
"Premium",10,"10-08-22","10-07-23","Canada",31,"Male","Tablet"
"Basic",13,"15-08-22","11-07-23","United States",41,"Male","Smartphone"
"Premium",11,"18-08-22","11-07-23","United States",31,"Female","Laptop"
"Basic",12,"20-08-22","14-07-23","Canada",41,"Female","Smart TV"
"Standard",12,"23-08-22","11-07-23","United Kingdom",28,"Male","Tablet"
"Standard",14,"24-08-22","10-07-23","Australia",40,"Female","Smartphone"
"Basic",11,"30-08-22","13-07-23","Germany",34,"Female","Smart TV"
"Premium",10,"06-09-22","13-07-23","France",37,"Male","Smartphone"
"Basic",13,"13-09-22","10-07-23","Brazil",30,"Female","Laptop"
"Standard",12,"18-09-22","10-07-23","Mexico",32,"Male","Tablet"
"Premium",14,"22-09-22","12-07-23","Spain",41,"Male","Smartphone"
"Basic",13,"28-09-22","12-07-23","Italy",42,"Female","Tablet"
"Premium",13,"03-10-22","09-07-23","Spain",40,"Male","Laptop"
"Basic",11,"05-10-22","10-07-23","Spain",30,"Female","Smartphone"
"Standard",14,"09-10-22","12-07-23","United States",43,"Male","Laptop"
"Standard",14,"15-10-22","11-07-23","Canada",31,"Female","Tablet"
"Basic",15,"16-10-22","09-07-23","United States",45,"Male","Smartphone"
"Premium",10,"18-10-22","11-07-23","United States",33,"Male","Smart TV"
"Basic",14,"19-10-22","12-07-23","Canada",41,"Male","Smartphone"
"Standard",11,"22-10-22","11-07-23","United Kingdom",37,"Male","Smart TV"
"Premium",12,"23-10-22","09-07-23","Australia",40,"Female","Smartphone"
"Basic",10,"29-10-22","12-07-23","Germany",36,"Male","Tablet"
"Premium",14,"30-10-22","11-07-23","France",28,"Male","Smart TV"
"Basic",12,"03-11-22","11-07-23","Brazil",38,"Male","Smartphone"
"Standard",11,"04-11-22","09-07-23","Mexico",36,"Female","Tablet"
"Standard",12,"05-11-22","12-07-23","Spain",47,"Female","Smart TV"
"Basic",12,"07-11-22","10-07-23","Italy",35,"Female","Laptop"
"Premium",14,"09-11-22","11-07-23","Spain",29,"Female","Tablet"
"Basic",14,"10-11-22","10-07-23","Spain",49,"Female","Smart TV"
"Standard",11,"11-11-22","12-07-23","United States",34,"Male","Smart TV"
"Premium",13,"11-11-22","11-07-23","Canada",37,"Male","Smart TV"
"Basic",14,"10-11-22","11-07-23","United States",50,"Male","Smart TV"
"Basic",12,"11-11-22","09-07-23","United States",38,"Male","Smart TV"
"Basic",15,"12-11-22","11-07-23","Canada",37,"Female","Smart TV"
"Standard",12,"07-11-22","11-07-23","United Kingdom",34,"Male","Laptop"
"Premium",13,"04-11-22","11-07-23","Australia",30,"Male","Smart TV"
"Basic",13,"03-11-22","11-07-23","Germany",35,"Male","Laptop"
"Basic",12,"01-11-22","11-07-23","France",39,"Male","Tablet"
"Premium",10,"29-10-22","11-07-23","Brazil",47,"Female","Tablet"
"Standard",13,"26-10-22","11-07-23","Mexico",40,"Female","Laptop"
"Standard",12,"25-10-22","10-07-23","Spain",33,"Male","Smart TV"
"Basic",12,"22-10-22","13-07-23","Italy",32,"Female","Smartphone"
"Premium",13,"16-10-22","10-07-23","Spain",32,"Male","Smart TV"
"Standard",10,"15-10-22","10-07-23","Spain",30,"Female","Smart TV"
"Basic",12,"19-09-22","11-07-23","United States",49,"Male","Tablet"
"Standard",13,"16-09-22","12-07-23","Canada",39,"Female","Smartphone"
"Premium",15,"08-09-22","10-07-23","United States",45,"Male","Laptop"
"Basic",14,"21-08-22","12-07-23","United States",43,"Male","Smartphone"
"Premium",10,"20-08-22","10-07-23","Canada",41,"Male","Smartphone"
"Standard",10,"10-08-22","11-07-23","United Kingdom",38,"Female","Tablet"
"Basic",13,"31-07-22","11-07-23","Australia",34,"Female","Smartphone"
"Standard",15,"30-07-22","14-07-23","Germany",38,"Male","Laptop"
"Premium",11,"31-07-22","10-07-23","France",48,"Male","Tablet"
"Basic",11,"30-07-22","12-07-23","Brazil",38,"Female","Smart TV"
"Standard",10,"30-07-22","11-07-23","Mexico",34,"Female","Laptop"
"Premium",10,"27-07-22","13-07-23","Spain",44,"Female","Tablet"
"Basic",11,"21-07-22","10-07-23","Italy",39,"Male","Smartphone"
"Premium",10,"20-07-22","12-07-23","Spain",43,"Female","Smartphone"
"Basic",13,"16-07-22","10-07-23","Spain",49,"Female","Smart TV"
"Standard",10,"16-07-22","12-07-23","United States",48,"Female","Smart TV"
"Standard",11,"14-07-22","11-07-23","Canada",47,"Female","Tablet"
"Basic",12,"14-07-22","13-07-23","United States",27,"Female","Laptop"
"Premium",14,"15-07-22","10-07-23","United States",40,"Female","Smartphone"
"Basic",11,"16-07-22","12-07-23","Canada",43,"Female","Smart TV"
"Standard",15,"18-07-22","10-07-23","United Kingdom",30,"Female","Laptop"
"Premium",13,"19-07-22","13-07-23","Australia",43,"Female","Smart TV"
"Basic",13,"22-07-22","10-07-23","Germany",49,"Male","Laptop"
"Premium",13,"25-07-22","12-07-23","France",47,"Male","Smartphone"
"Basic",13,"26-07-22","11-07-23","Brazil",33,"Male","Smartphone"
"Standard",15,"04-08-22","14-07-23","Mexico",48,"Female","Smartphone"
"Standard",13,"12-08-22","11-07-23","Spain",31,"Male","Laptop"
"Basic",13,"14-08-22","11-07-23","Italy",30,"Male","Tablet"
"Premium",14,"16-08-22","13-07-23","Spain",34,"Female","Smartphone"
"Basic",12,"17-08-22","14-07-23","Spain",37,"Male","Smartphone"
"Standard",11,"22-08-22","11-07-23","United States",44,"Female","Smart TV"
"Premium",13,"26-08-22","11-07-23","Canada",28,"Female","Smart TV"
"Basic",11,"06-09-22","13-07-23","United States",47,"Male","Smartphone"
"Premium",11,"09-09-22","13-07-23","United States",43,"Male","Smart TV"
"Basic",12,"17-09-22","10-07-23","Canada",51,"Male","Tablet"
"Standard",14,"19-09-22","11-07-23","United Kingdom",50,"Male","Laptop"
"Standard",11,"24-09-22","13-07-23","Australia",40,"Female","Smartphone"
"Basic",11,"29-09-22","12-07-23","Germany",31,"Female","Laptop"
"Premium",15,"03-10-22","10-07-23","France",29,"Female","Smartphone"
"Basic",15,"07-10-22","10-07-23","Brazil",38,"Female","Tablet"
"Standard",14,"14-10-22","13-07-23","Mexico",47,"Male","Tablet"
"Premium",15,"16-10-22","12-07-23","Spain",30,"Male","Tablet"
"Basic",13,"18-10-22","10-07-23","Italy",42,"Male","Laptop"
"Premium",12,"19-10-22","12-07-23","Spain",49,"Male","Smart TV"
"Basic",14,"20-10-22","12-07-23","Spain",50,"Female","Tablet"
"Standard",11,"22-10-22","11-07-23","United States",51,"Male","Smart TV"
"Standard",11,"25-10-22","09-07-23","Canada",47,"Male","Smartphone"
"Basic",13,"27-10-22","12-07-23","United States",36,"Female","Smartphone"
"Premium",12,"30-10-22","11-07-23","United States",30,"Female","Laptop"
"Basic",12,"01-11-22","11-07-23","Canada",34,"Female","Tablet"
"Standard",10,"05-11-22","10-07-23","United Kingdom",35,"Female","Tablet"
"Premium",14,"07-11-22","12-07-23","Australia",30,"Male","Smart TV"
"Basic",14,"08-11-22","11-07-23","Germany",30,"Male","Tablet"
"Premium",11,"10-11-22","12-07-23","France",41,"Female","Smartphone"
"Basic",15,"11-11-22","10-07-23","Brazil",39,"Female","Smartphone"
"Standard",14,"12-11-22","12-07-23","Mexico",30,"Male","Tablet"
"Standard",12,"11-11-22","12-07-23","Spain",36,"Female","Smart TV"
"Basic",11,"11-11-22","12-07-23","Italy",33,"Female","Smartphone"
"Premium",11,"12-11-22","10-07-23","Spain",35,"Female","Tablet"
"Basic",14,"11-11-22","12-07-23","Spain",46,"Male","Tablet"
"Standard",12,"07-11-22","11-07-23","United States",51,"Female","Tablet"
"Premium",13,"05-11-22","12-07-23","Canada",42,"Female","Smartphone"
"Basic",13,"02-11-22","11-07-23","United States",30,"Female","Smart TV"
"Basic",10,"31-10-22","13-07-23","United States",45,"Male","Smartphone"
"Basic",15,"29-10-22","11-07-23","Canada",27,"Male","Smartphone"
"Standard",10,"25-10-22","11-07-23","United Kingdom",41,"Male","Smart TV"
"Premium",14,"23-10-22","10-07-23","Australia",35,"Male","Tablet"
"Basic",10,"17-10-22","13-07-23","Germany",30,"Male","Laptop"
"Basic",11,"16-10-22","11-07-23","France",35,"Female","Laptop"
"Premium",12,"05-10-22","11-07-23","Brazil",47,"Female","Smartphone"
"Standard",15,"17-09-22","11-07-23","Mexico",41,"Male","Laptop"
"Standard",12,"17-09-22","12-07-23","Spain",48,"Female","Tablet"
"Basic",12,"06-09-22","11-07-23","Italy",32,"Female","Smart TV"
"Premium",13,"30-08-22","15-07-23","Spain",35,"Female","Smart TV"
"Standard",11,"29-08-22","11-07-23","Spain",31,"Female","Smartphone"
"Basic",12,"25-08-22","13-07-23","United States",45,"Female","Smartphone"
"Standard",14,"03-08-22","11-07-23","Canada",38,"Female","Laptop"
"Premium",12,"02-08-22","14-07-23","United States",34,"Male","Smartphone"
"Basic",15,"02-08-22","11-07-23","United States",37,"Female","Smartphone"
"Premium",12,"01-08-22","13-07-23","Canada",27,"Female","Smart TV"
"Standard",13,"31-07-22","11-07-23","United Kingdom",44,"Female","Tablet"
"Basic",10,"22-07-22","13-07-23","Australia",46,"Male","Smart TV"
"Standard",14,"22-07-22","11-07-23","Germany",37,"Male","Smart TV"
"Premium",14,"19-07-22","13-07-23","France",44,"Male","Tablet"
"Basic",15,"17-07-22","11-07-23","Brazil",29,"Male","Smart TV"
"Standard",13,"16-07-22","13-07-23","Mexico",28,"Female","Laptop"
"Premium",14,"16-07-22","11-07-23","Spain",50,"Male","Smart TV"
"Basic",13,"16-07-22","13-07-23","Italy",39,"Male","Laptop"
"Premium",10,"16-07-22","11-07-23","Spain",34,"Female","Smart TV"
"Basic",14,"17-07-22","12-07-23","Spain",40,"Male","Smart TV"
"Standard",12,"19-07-22","11-07-23","United States",30,"Male","Laptop"
"Standard",14,"20-07-22","14-07-23","Canada",41,"Female","Laptop"
"Basic",12,"21-07-22","10-07-23","United States",39,"Male","Tablet"
"Premium",15,"23-07-22","12-07-23","United States",51,"Male","Smartphone"
"Basic",15,"03-08-22","14-07-23","Canada",28,"Female","Smartphone"
"Standard",12,"06-08-22","15-07-23","United Kingdom",30,"Female","Tablet"
"Premium",11,"10-08-22","12-07-23","Australia",30,"Female","Smartphone"
"Basic",10,"13-08-22","11-07-23","Germany",44,"Female","Tablet"
"Premium",12,"15-08-22","14-07-23","France",29,"Female","Smart TV"
"Basic",11,"19-08-22","14-07-23","Brazil",28,"Female","Tablet"
"Standard",10,"22-08-22","11-07-23","Mexico",48,"Male","Tablet"
"Standard",11,"28-08-22","11-07-23","Spain",42,"Female","Smart TV"
"Basic",14,"06-09-22","13-07-23","Italy",39,"Male","Smartphone"
"Premium",14,"16-09-22","13-07-23","Spain",44,"Female","Smart TV"
"Basic",11,"18-09-22","11-07-23","Spain",49,"Male","Smart TV"
"Standard",12,"23-09-22","11-07-23","United States",49,"Female","Smart TV"
"Premium",10,"28-09-22","13-07-23","Canada",36,"Female","Laptop"
"Basic",14,"29-09-22","12-07-23","United States",50,"Female","Laptop"
"Premium",10,"07-10-22","10-07-23","United States",49,"Female","Smartphone"
"Basic",11,"08-10-22","12-07-23","Canada",36,"Male","Smartphone"
"Standard",13,"10-10-22","13-07-23","United Kingdom",28,"Female","Laptop"
"Standard",15,"14-10-22","12-07-23","Australia",45,"Female","Smartphone"
"Basic",14,"16-10-22","10-07-23","Germany",31,"Female","Smartphone"
"Premium",11,"18-10-22","12-07-23","France",46,"Male","Tablet"
"Basic",14,"21-10-22","12-07-23","Brazil",27,"Male","Tablet"
"Standard",13,"24-10-22","12-07-23","Mexico",43,"Male","Tablet"
"Premium",10,"27-10-22","09-07-23","Spain",51,"Female","Smart TV"
"Basic",13,"29-10-22","13-07-23","Italy",47,"Female","Smartphone"
"Premium",15,"31-10-22","12-07-23","Spain",48,"Female","Tablet"
"Basic",14,"04-11-22","13-07-23","Spain",31,"Female","Tablet"
"Standard",15,"06-11-22","11-07-23","United States",48,"Female","Smartphone"
"Standard",10,"08-11-22","13-07-23","Canada",36,"Male","Smartphone"
"Basic",10,"09-11-22","11-07-23","United States",38,"Female","Tablet"
"Premium",13,"11-11-22","13-07-23","United States",39,"Male","Smartphone"
"Basic",11,"12-11-22","10-07-23","Canada",48,"Male","Tablet"
"Standard",12,"12-11-22","12-07-23","United Kingdom",30,"Female","Smart TV"
"Premium",12,"12-11-22","12-07-23","Australia",30,"Male","Smart TV"
"Basic",15,"12-11-22","13-07-23","Germany",35,"Female","Smart TV"
"Premium",13,"13-11-22","12-07-23","France",41,"Male","Laptop"
"Basic",11,"13-11-22","13-07-23","Brazil",40,"Female","Smart TV"
"Standard",10,"12-11-22","11-07-23","Mexico",50,"Male","Smart TV"
"Standard",12,"05-11-22","12-07-23","Spain",42,"Female","Smartphone"
"Basic",15,"03-11-22","11-07-23","Italy",30,"Male","Tablet"
"Premium",12,"30-10-22","14-07-23","Spain",34,"Male","Laptop"
"Basic",15,"26-10-22","11-07-23","Spain",40,"Female","Smartphone"
"Standard",14,"24-10-22","12-07-23","United States",47,"Female","Smartphone"
"Premium",12,"24-10-22","11-07-23","Canada",36,"Male","Laptop"
"Basic",13,"20-10-22","13-07-23","United States",50,"Female","Tablet"
"Basic",10,"17-10-22","11-07-23","United States",46,"Male","Smartphone"
"Basic",14,"29-09-22","14-07-23","Canada",27,"Female","Tablet"
"Standard",12,"28-09-22","11-07-23","United Kingdom",39,"Female","Laptop"
"Premium",10,"06-09-22","12-07-23","Australia",49,"Male","Smart TV"
"Basic",12,"05-09-22","11-07-23","Germany",37,"Female","Tablet"
"Basic",13,"31-08-22","15-07-23","France",28,"Male","Tablet"
"Premium",12,"30-08-22","12-07-23","Brazil",40,"Male","Laptop"
"Standard",10,"16-08-22","13-07-23","Mexico",47,"Male","Tablet"
"Standard",11,"16-08-22","11-07-23","Spain",51,"Female","Laptop"
"Basic",13,"07-08-22","14-07-23","Italy",47,"Male","Laptop"
"Premium",10,"05-08-22","12-07-23","Spain",33,"Female","Laptop"
"Standard",13,"06-08-22","14-07-23","Spain",37,"Female","Laptop"
"Basic",15,"28-07-22","11-07-23","United States",42,"Male","Laptop"
"Standard",11,"29-07-22","13-07-23","Canada",50,"Female","Smart TV"
"Premium",14,"25-07-22","12-07-23","United States",47,"Female","Tablet"
"Basic",10,"25-07-22","14-07-23","United States",40,"Female","Smartphone"
"Premium",11,"25-07-22","12-07-23","Canada",35,"Male","Smart TV"
"Standard",11,"18-07-22","13-07-23","United Kingdom",29,"Female","Smartphone"
"Basic",11,"17-07-22","12-07-23","Australia",48,"Female","Smartphone"
"Standard",10,"17-07-22","15-07-23","Germany",35,"Male","Smart TV"
"Premium",13,"18-07-22","11-07-23","France",41,"Female","Smartphone"
"Basic",14,"19-07-22","12-07-23","Brazil",29,"Female","Laptop"
"Standard",11,"20-07-22","11-07-23","Mexico",33,"Male","Smart TV"
"Premium",12,"21-07-22","15-07-23","Spain",36,"Male","Smart TV"
"Basic",15,"23-07-22","12-07-23","Italy",43,"Female","Laptop"
"Premium",14,"25-07-22","12-07-23","Spain",28,"Female","Smart TV"
"Basic",15,"04-08-22","14-07-23","Spain",33,"Female","Smart TV"
"Standard",12,"09-08-22","15-07-23","United States",38,"Male","Laptop"
"Standard",13,"12-08-22","12-07-23","Canada",48,"Female","Tablet"
"Basic",15,"13-08-22","12-07-23","United States",35,"Female","Smart TV"
